page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
  14   546 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  14   547 image     123    64  icc     3   8  image  no       895  0   149   150  316B 1.3%
  14   548 smask     123    64  gray    1   8  image  no       895  0   149   150   92B 1.2%
  14   549 image     423   564  icc     3   8  jpeg   no       924  0   150   150 6413B 0.9%
  14   550 smask     423   564  gray    1   8  jpeg   no       924  0   150   150 2512B 1.1%
  14   551 image     423   564  icc     3   8  jpeg   no       924  0   150   150 6413B 0.9%
  14   552 smask     423   564  gray    1   8  jpeg   no       924  0   150   150 2512B 1.1%
  14   553 image     414   552  icc     3   8  jpeg   no       930  0   150   150 6398B 0.9%
  14   554 smask     414   552  gray    1   8  jpeg   no       930  0   150   150 2842B 1.2%
  14   555 image     414   552  icc     3   8  jpeg   no       930  0   150   150 6398B 0.9%
  14   556 smask     414   552  gray    1   8  jpeg   no       930  0   150   150 2842B 1.2%
  14   557 image     480   640  icc     3   8  jpeg   no       887  0   133   133 8158B 0.9%
  14   558 smask     480   640  gray    1   8  jpeg   no       887  0   133   133 3736B 1.2%
  14   559 image     480   640  icc     3   8  jpeg   no       887  0   133   133 8158B 0.9%
  14   560 smask     480   640  gray    1   8  jpeg   no       887  0   133   133 3736B 1.2%
  14   561 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  14   562 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  14   563 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  14   564 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  14   565 image     450   598  icc     3   8  jpeg   no       936  0   150   150 6202B 0.8%
  14   566 smask     450   598  gray    1   8  jpeg   no       936  0   150   150 3071B 1.1%
  14   567 image     450   598  icc     3   8  jpeg   no       936  0   150   150 6202B 0.8%
  14   568 smask     450   598  gray    1   8  jpeg   no       936  0   150   150 3071B 1.1%
  14   569 image     473   631  icc     3   8  jpeg   no       942  0   150   150 8999B 1.0%
  14   570 smask     473   631  gray    1   8  jpeg   no       942  0   150   150 3687B 1.2%
  14   571 image     473   631  icc     3   8  jpeg   no       942  0   150   150 8999B 1.0%
  14   572 smask     473   631  gray    1   8  jpeg   no       942  0   150   150 3687B 1.2%
  15   573 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  15   574 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  15   575 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  15   576 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  15   577 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  15   578 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  15   579 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  15   580 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  15   581 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  15   582 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  15   583 image    1670  1173  icc     3   8  jpeg   no       949  0   150   150 26.8K 0.5%
  15   584 smask    1670  1173  gray    1   8  jpeg   no       949  0   150   150 22.3K 1.2%
  15   585 image     111    52  icc     3   8  image  no       422  0   150   151  121B 0.7%
  15   586 mask      219   103  -       1   1  image  no       422  0   296   300   36B 1.3%
  15   587 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  15   588 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  15   589 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  15   590 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  15   591 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  15   592 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  15   593 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  15   594 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  15   595 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  15   596 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  15   597 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  15   598 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  15   599 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  15   600 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  15   601 image     122    64  icc     3   8  image  no       990  0   150   150  413B 1.8%
  15   602 smask     122    64  gray    1   8  image  no       990  0   150   150  125B 1.6%
  15   603 image     406   542  icc     3   8  jpeg   no       881  0   150   150 6630B 1.0%
  15   604 smask     406   542  gray    1   8  jpeg   no       881  0   150   150 2746B 1.2%
  15   605 image     406   542  icc     3   8  jpeg   no       881  0   150   150 6630B 1.0%
  15   606 smask     406   542  gray    1   8  jpeg   no       881  0   150   150 2746B 1.2%
  15   607 image     414   552  icc     3   8  jpeg   no       930  0   150   150 6398B 0.9%
  15   608 smask     414   552  gray    1   8  jpeg   no       930  0   150   150 2842B 1.2%
  15   609 image     414   552  icc     3   8  jpeg   no       930  0   150   150 6398B 0.9%
  15   610 smask     414   552  gray    1   8  jpeg   no       930  0   150   150 2842B 1.2%
  15   611 image     480   640  icc     3   8  jpeg   no       863  0   138   138 5972B 0.6%
  15   612 smask     480   640  gray    1   8  jpeg   no       863  0   138   138 2456B 0.8%
  15   613 image     480   640  icc     3   8  jpeg   no       863  0   138   138 5972B 0.6%
  15   614 smask     480   640  gray    1   8  jpeg   no       863  0   138   138 2456B 0.8%
  15   615 image     402   536  icc     3   8  jpeg   no       857  0   150   150 6778B 1.0%
  15   616 smask     402   536  gray    1   8  jpeg   no       857  0   150   150 3425B 1.6%
  15   617 image     402   536  icc     3   8  jpeg   no       857  0   150   150 6778B 1.0%
  15   618 smask     402   536  gray    1   8  jpeg   no       857  0   150   150 3425B 1.6%
  15   619 image     480   640  icc     3   8  jpeg   no       869  0   145   146 8145B 0.9%
  15   620 smask     480   640  gray    1   8  jpeg   no       869  0   145   146 3441B 1.1%
  15   621 image     480   640  icc     3   8  jpeg   no       869  0   145   146 8145B 0.9%
  15   622 smask     480   640  gray    1   8  jpeg   no       869  0   145   146 3441B 1.1%
  15   623 image     423   564  icc     3   8  jpeg   no       924  0   150   150 6413B 0.9%
  15   624 smask     423   564  gray    1   8  jpeg   no       924  0   150   150 2512B 1.1%
  15   625 image     423   564  icc     3   8  jpeg   no       924  0   150   150 6413B 0.9%
  15   626 smask     423   564  gray    1   8  jpeg   no       924  0   150   150 2512B 1.1%
  16   627 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  16   628 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  16   629 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  16   630 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  16   631 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  16   632 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  16   633 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  16   634 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  16   635 image    1670  1173  icc     3   8  jpeg   no       993  0   150   150 9122B 0.2%
  16   636 smask    1670  1173  gray    1   8  jpeg   no       993  0   150   150 9116B 0.5%
  16   637 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  16   638 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  16   639 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  16   640 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  16   641 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  16   642 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  16   643 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  16   644 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  16   645 image     887   887  icc     3   8  jpeg   no       571  0   207   207 10.5K 0.5%
  16   646 smask     887   887  gray    1   8  jpeg   no       571  0   207   207 8656B 1.1%
  16   647 image     122    64  icc     3   8  image  no       990  0   150   150  413B 1.8%
  16   648 smask     122    64  gray    1   8  image  no       990  0   150   150  125B 1.6%
  16   649 image     122    64  icc     3   8  image  no       990  0   150   150  413B 1.8%
  16   650 smask     122    64  gray    1   8  image  no       990  0   150   150  125B 1.6%
  16   651 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  16   652 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  16   653 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  16   654 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  16   655 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  16   656 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  16   657 image     423   564  icc     3   8  jpeg   no       875  0   150   150 7342B 1.0%
  16   658 smask     423   564  gray    1   8  jpeg   no       875  0   150   150 3271B 1.4%
  17   659 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  17   660 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  17   661 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  17   662 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  17   663 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  17   664 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  17   665 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  17   666 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  17   667 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  17   668 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  17   669 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  17   670 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
  17   671 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  17   672 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  17   673 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  17   674 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  17   675 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  17   676 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  17   677 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  17   678 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  17   679 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  17   680 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  17   681 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  17   682 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  17   683 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  17   684 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  17   685 image     430   573  icc     3   8  jpeg   no      1048  0   150   150 8045B 1.1%
  17   686 smask     430   573  gray    1   8  jpeg   no      1048  0   150   150 2890B 1.2%
  17   687 image     430   573  icc     3   8  jpeg   no      1048  0   150   150 8045B 1.1%
  17   688 smask     430   573  gray    1   8  jpeg   no      1048  0   150   150 2890B 1.2%
  17   689 image     430   573  icc     3   8  jpeg   no      1048  0   150   150 8045B 1.1%
  17   690 smask     430   573  gray    1   8  jpeg   no      1048  0   150   150 2890B 1.2%
  17   691 image     430   573  icc     3   8  jpeg   no      1048  0   150   150 8045B 1.1%
  17   692 smask     430   573  gray    1   8  jpeg   no      1048  0   150   150 2890B 1.2%
  17   693 image     420   559  icc     3   8  jpeg   no      1054  0   150   150 8661B 1.2%
  17   694 smask     420   559  gray    1   8  jpeg   no      1054  0   150   150 3201B 1.4%
  17   695 image     420   559  icc     3   8  jpeg   no      1054  0   150   150 8661B 1.2%
  17   696 smask     420   559  gray    1   8  jpeg   no      1054  0   150   150 3201B 1.4%
  17   697 image     470   627  icc     3   8  jpeg   no      1060  0   150   150 11.3K 1.3%
  17   698 smask     470   627  gray    1   8  jpeg   no      1060  0   150   150 4260B 1.4%
  17   699 image     470   627  icc     3   8  jpeg   no      1060  0   150   150 11.3K 1.3%
  17   700 smask     470   627  gray    1   8  jpeg   no      1060  0   150   150 4260B 1.4%
  17   701 image     480   640  icc     3   8  jpeg   no      1066  0   147   147 11.2K 1.2%
  17   702 smask     480   640  gray    1   8  jpeg   no      1066  0   147   147 4179B 1.4%
  17   703 image     480   640  icc     3   8  jpeg   no      1066  0   147   147 11.2K 1.2%
  17   704 smask     480   640  gray    1   8  jpeg   no      1066  0   147   147 4179B 1.4%
  17   705 image     480   640  icc     3   8  jpeg   no      1072  0   138   138 8360B 0.9%
  17   706 smask     480   640  gray    1   8  jpeg   no      1072  0   138   138 3019B 1.0%
  17   707 image     480   640  icc     3   8  jpeg   no      1072  0   138   138 8360B 0.9%
  17   708 smask     480   640  gray    1   8  jpeg   no      1072  0   138   138 3019B 1.0%
  18   709 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  18   710 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
  18   711 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  18   712 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  18   713 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  18   714 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  18   715 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  18   716 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  18   717 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  18   718 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  18   719 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  18   720 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  18   721 image    1670  1173  icc     3   8  jpeg   no      1079  0   150   150 12.5K 0.2%
  18   722 smask    1670  1173  gray    1   8  jpeg   no      1079  0   150   150 12.2K 0.6%
  18   723 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  18   724 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  18   725 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  18   726 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  18   727 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  18   728 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  18   729 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  18   730 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  18   731 image      66    66  icc     3   8  jpeg   no      1085  0   151   151 1164B 8.9%
  18   732 smask      66    66  gray    1   8  image  no      1085  0   151   151  612B  14%
  18   733 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  18   734 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  18   735 image     887   887  icc     3   8  jpeg   no       571  0   207   207 10.5K 0.5%
  18   736 smask     887   887  gray    1   8  jpeg   no       571  0   207   207 8656B 1.1%
  18   737 image     480   640  icc     3   8  jpeg   no      1107  0   144   144 8610B 0.9%
  18   738 smask     480   640  gray    1   8  jpeg   no      1107  0   144   144 2666B 0.9%
  18   739 image     480   640  icc     3   8  jpeg   no      1107  0   144   144 8610B 0.9%
  18   740 smask     480   640  gray    1   8  jpeg   no      1107  0   144   144 2666B 0.9%
  18   741 image     480   640  icc     3   8  jpeg   no      1107  0   144   144 8610B 0.9%
  18   742 smask     480   640  gray    1   8  jpeg   no      1107  0   144   144 2666B 0.9%
  18   743 image     480   640  icc     3   8  jpeg   no      1107  0   144   144 8610B 0.9%
  18   744 smask     480   640  gray    1   8  jpeg   no      1107  0   144   144 2666B 0.9%
  18   745 image     389   519  icc     3   8  jpeg   no      1113  0   150   150 7863B 1.3%
  18   746 smask     389   519  gray    1   8  jpeg   no      1113  0   150   150 3093B 1.5%
  18   747 image     389   519  icc     3   8  jpeg   no      1113  0   150   150 7863B 1.3%
  18   748 smask     389   519  gray    1   8  jpeg   no      1113  0   150   150 3093B 1.5%
  18   749 image     473   631  icc     3   8  jpeg   no      1119  0   150   150 8414B 0.9%
  18   750 smask     473   631  gray    1   8  jpeg   no      1119  0   150   150 2629B 0.9%
  18   751 image     473   631  icc     3   8  jpeg   no      1119  0   150   150 8414B 0.9%
  18   752 smask     473   631  gray    1   8  jpeg   no      1119  0   150   150 2629B 0.9%
  19   753 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  19   754 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  19   755 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  19   756 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  19   757 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  19   758 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  19   759 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  19   760 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  19   761 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  19   762 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  19   763 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  19   764 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  19   765 image     400   400  icc     3   8  jpeg   no      1133  0   147   147 12.6K 2.7%
  19   766 smask     400   400  gray    1   8  jpeg   no      1133  0   147   147 4891B 3.1%
  19   767 image     400   400  icc     3   8  jpeg   no      1133  0   147   147 12.6K 2.7%
  19   768 smask     400   400  gray    1   8  jpeg   no      1133  0   147   147 4891B 3.1%
  19   769 image     356   356  icc     3   8  jpeg   no      1139  0   150   150 12.6K 3.4%
  19   770 smask     356   356  gray    1   8  jpeg   no      1139  0   150   150 5040B 4.0%
  19   771 image     339   339  icc     3   8  jpeg   no      1145  0   150   150 12.1K 3.6%
  19   772 smask     339   339  gray    1   8  jpeg   no      1145  0   150   150 4483B 3.9%
  19   773 image     300   300  icc     3   8  jpeg   no      1151  0   145   145 10.2K 3.9%
  19   774 smask     300   300  gray    1   8  jpeg   no      1151  0   145   145 4194B 4.7%
  19   775 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  19   776 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
  19   777 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  19   778 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  19   779 image     356   356  icc     3   8  jpeg   no      1165  0   150   150 12.5K 3.4%
  19   780 smask     356   356  gray    1   8  jpeg   no      1165  0   150   150 4751B 3.7%
  19   781 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  19   782 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  19   783 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  19   784 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  19   785 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  19   786 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  19   787 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  19   788 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  19   789 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  19   790 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  20   791 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  20   792 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  20   793 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  20   794 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  20   795 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  20   796 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  20   797 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  20   798 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  20   799 image      72    72  icc     3   8  jpeg   no      1186  0   203   203 1270B 8.2%
  20   800 smask      72    72  gray    1   8  image  no      1186  0   203   203  531B  10%
  20   801 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  20   802 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
  20   803 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  20   804 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  20   805 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  20   806 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  20   807 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  20   808 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  20   809 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  20   810 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  20   811 image     134    17  icc     3   8  jpeg   no       434  0   150   148 1071B  16%
  20   812 smask     134    17  gray    1   8  image  no       434  0   150   148  510B  22%
  20   813 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  20   814 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  20   815 image     134    17  icc     3   8  image  no       539  0   150   148 1085B  16%
  20   816 smask     134    17  gray    1   8  image  no       539  0   150   148  510B  22%
  20   817 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  20   818 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  20   819 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  20   820 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  20   821 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  20   822 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  20   823 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  20   824 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  20   825 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  20   826 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  20   827 image     181   291  icc     3   8  jpeg   no      1211  0   150   150 5488B 3.5%
  20   828 image     181   291  icc     3   8  jpeg   no      1211  0   150   150 5488B 3.5%
  20   829 image     134   263  icc     3   8  jpeg   no      1221  0   141   141 5308B 5.0%
  20   830 image     134   263  icc     3   8  jpeg   no      1221  0   141   141 5308B 5.0%
  20   831 image     140   280  icc     3   8  jpeg   no      1224  0   147   147 5530B 4.7%
  20   832 image     140   280  icc     3   8  jpeg   no      1224  0   147   147 5530B 4.7%
  20   833 image     144   339  icc     3   8  jpeg   no      1227  0   150   150 7488B 5.1%
  20   834 image     144   339  icc     3   8  jpeg   no      1227  0   150   150 7488B 5.1%
  20   835 image     138   293  icc     3   8  jpeg   no      1230  0   128   128 5742B 4.7%
  20   836 image     138   293  icc     3   8  jpeg   no      1230  0   128   128 5742B 4.7%
  21   837 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  21   838 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  21   839 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  21   840 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  21   841 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  21   842 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  21   843 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  21   844 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  21   845 image      72    72  icc     3   8  jpeg   no      1186  0   203   203 1270B 8.2%
  21   846 smask      72    72  gray    1   8  image  no      1186  0   203   203  531B  10%
  21   847 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  21   848 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
  21   849 image    1166   303  icc     3   8  jpeg   no       428  0   150   150 2730B 0.3%
  21   850 smask    1166   303  gray    1   8  image  no       428  0   150   150 2553B 0.7%
  21   851 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   852 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   853 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   854 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   855 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   856 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   857 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   858 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   859 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   860 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   861 image      72    72  icc     3   8  jpeg   no      1186  0   150   150 1270B 8.2%
  21   862 smask      72    72  gray    1   8  image  no      1186  0   150   150  531B  10%
  21   863 image     184   307  icc     3   8  jpeg   no      1248  0   150   150 5377B 3.2%
  21   864 image     184   307  icc     3   8  jpeg   no      1248  0   150   150 5377B 3.2%
  21   865 image     175   281  icc     3   8  jpeg   no      1251  0   142   142 4986B 3.4%
  21   866 image     154   304  icc     3   8  jpeg   no      1254  0   145   145 5078B 3.6%
  21   867 image     206   312  icc     3   8  jpeg   no      1257  0   134   134 4772B 2.5%
  21   868 image     206   312  icc     3   8  jpeg   no      1257  0   134   134 4772B 2.5%
  21   869 image     155   321  icc     3   8  jpeg   no      1264  0   150   150 5938B 4.0%
  21   870 image     246   330  icc     3   8  jpeg   no      1267  0   136   136 5693B 2.3%
  21   871 image     132   283  icc     3   8  jpeg   no      1270  0   128   128 4991B 4.5%
  21   872 image     168   322  icc     3   8  jpeg   no      1273  0   137   137 6015B 3.7%
  21   873 image     200   312  icc     3   8  jpeg   no      1276  0   145   145 5628B 3.0%
  21   874 image     200   312  icc     3   8  jpeg   no      1276  0   145   145 5628B 3.0%
  22   875 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  22   876 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  22   877 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  22   878 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  22   879 image      53    53  icc     3   8  jpeg   no       446  0   150   150 1004B  12%
  22   880 smask      72    72  gray    1   8  image  no       446  0   203   203  602B  12%
  22   881 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  22   882 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  22   883 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  22   884 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  22   885 image    1670  1173  icc     3   8  jpeg   no      1020  0   150   150 23.4K 0.4%
  22   886 smask    1670  1173  gray    1   8  jpeg   no      1020  0   150   150 21.5K 1.1%
