page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
  39  1332 image    1356   813  icc     3   8  jpeg   no      1965  0   143   143 62.3K 1.9%
  40  1333 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  40  1334 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  40  1335 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  40  1336 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  40  1337 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  40  1338 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  40  1339 image    1670  1173  icc     3   8  jpeg   no      1995  0   150   150 6496B 0.1%
  40  1340 smask    1670  1173  gray    1   8  jpeg   no      1995  0   150   150 7119B 0.4%
  40  1341 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  40  1342 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  40  1343 image     547   240  icc     3   8  jpeg   no      1998  0   115   115 6707B 1.7%
  40  1344 image     547   240  icc     3   8  jpeg   no      1998  0   115   115 6707B 1.7%
  40  1345 image     887   887  icc     3   8  jpeg   no       571  0   207   207 10.5K 0.5%
  40  1346 smask     887   887  gray    1   8  jpeg   no       571  0   207   207 8656B 1.1%
  41  1347 image    1399  1080  icc     3   8  jpeg   no      2027  0   127   127 70.6K 1.6%
  41  1348 image    1650  1248  icc     3   8  jpeg   no       399  0   150   150  723B 0.0%
  41  1349 smask    1650  1248  gray    1   8  jpeg   no       399  0   150   150  810B 0.0%
  41  1350 image    1456    94  icc     3   8  jpeg   no       404  0   132   132 7291B 1.8%
  41  1351 image     411   411  icc     3   8  jpeg   no       379  0   186   186 4273B 0.8%
  41  1352 smask     411   411  gray    1   8  image  no       379  0   186   186 3748B 2.2%
  41  1353 image     783   216  icc     3   8  jpeg   no      2034  0   150   150 10.7K 2.2%
  41  1354 smask     783   216  gray    1   8  jpeg   no      2034  0   150   150 10.3K 6.3%
  42  1355 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  42  1356 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  42  1357 image      52    52  icc     3   8  jpeg   no      2048  0   151   151  940B  12%
  42  1358 smask      52    52  gray    1   8  image  no      2048  0   151   151  336B  12%
  42  1359 image      52    52  icc     3   8  jpeg   no      2051  0   151   151  942B  12%
  42  1360 smask      52    52  gray    1   8  image  no      2051  0   151   151  336B  12%
  42  1361 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  42  1362 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  42  1363 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  42  1364 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  42  1365 image    1670  1173  icc     3   8  jpeg   no      2057  0   150   150 18.9K 0.3%
  42  1366 smask    1670  1173  gray    1   8  jpeg   no      2057  0   150   150 18.1K 0.9%
  42  1367 image    1650  1275  icc     3   8  jpeg   no      2063  0   150   150 46.3K 0.8%
  42  1368 smask    1650  1275  gray    1   8  jpeg   no      2063  0   150   150 12.2K 0.6%
  42  1369 image    1650  1275  icc     3   8  jpeg   no      2063  0   150   150 46.3K 0.8%
  42  1370 smask    1650  1275  gray    1   8  jpeg   no      2063  0   150   150 12.2K 0.6%
  42  1371 image    1650  1275  icc     3   8  jpeg   no      2063  0   140   140 46.3K 0.8%
  42  1372 smask    1650  1275  gray    1   8  jpeg   no      2063  0   140   140 12.2K 0.6%
  42  1373 image    1650  1275  icc     3   8  jpeg   no      2063  0   140   140 46.3K 0.8%
  42  1374 smask    1650  1275  gray    1   8  jpeg   no      2063  0   140   140 12.2K 0.6%
  42  1375 image    1650  1275  icc     3   8  jpeg   no      2063  0   114   114 46.3K 0.8%
  42  1376 smask    1650  1275  gray    1   8  jpeg   no      2063  0   114   114 12.2K 0.6%
  42  1377 image    1179   275  icc     3   8  jpeg   no      2066  0   122   123 10.9K 1.1%
  43  1378 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  43  1379 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  43  1380 image      52    52  icc     3   8  jpeg   no      2048  0   151   151  940B  12%
  43  1381 smask      52    52  gray    1   8  image  no      2048  0   151   151  336B  12%
  43  1382 image      52    52  icc     3   8  jpeg   no      2051  0   151   151  942B  12%
  43  1383 smask      52    52  gray    1   8  image  no      2051  0   151   151  336B  12%
  43  1384 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  43  1385 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  43  1386 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  43  1387 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  43  1388 image    1670  1173  icc     3   8  jpeg   no      2094  0   150   150 18.3K 0.3%
  43  1389 smask    1670  1173  gray    1   8  jpeg   no      2094  0   150   150 17.8K 0.9%
  43  1390 image    1188   918  icc     3   8  jpeg   no      2100  0   108   108 27.4K 0.9%
  43  1391 smask    1188   918  gray    1   8  jpeg   no      2100  0   108   108 9382B 0.9%
  43  1392 image    1188   918  icc     3   8  jpeg   no      2100  0   108   108 27.4K 0.9%
  43  1393 smask    1188   918  gray    1   8  jpeg   no      2100  0   108   108 9382B 0.9%
  43  1394 image    1179   275  icc     3   8  jpeg   no      2066  0   109   109 10.9K 1.1%
  43  1395 image     507   285  icc     3   8  jpeg   no      2106  0   138   138 13.6K 3.2%
  43  1396 smask     507   285  gray    1   8  jpeg   no      2106  0   138   138 6496B 4.5%
  43  1397 image     507   285  icc     3   8  jpeg   no      2106  0   165   165 13.6K 3.2%
  43  1398 smask     507   285  gray    1   8  jpeg   no      2106  0   165   165 6496B 4.5%
  43  1399 image    1144   696  icc     3   8  jpeg   no      2113  0   110   110 43.9K 1.9%
  44  1400 image    1264   977  icc     3   8  jpeg   no      2155  0   115   115 86.2K 2.4%
  44  1401 image    1650  1228  icc     3   8  jpeg   no      2163  0   150   150  544B 0.0%
  44  1402 mask     3300  2456  -       1   1  image  no      2163  0   300   300 5556B 0.5%
  44  1403 image    1456    94  icc     3   8  jpeg   no       404  0   132   132 7291B 1.8%
  44  1404 image     411   411  icc     3   8  jpeg   no       379  0   186   186 4273B 0.8%
  44  1405 smask     411   411  gray    1   8  image  no       379  0   186   186 3748B 2.2%
  44  1406 image     636   216  icc     3   8  jpeg   no      2172  0   150   150 9739B 2.4%
  44  1407 smask     636   216  gray    1   8  jpeg   no      2172  0   150   150 9297B 6.8%
  45  1408 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  45  1409 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  45  1410 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  45  1411 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  45  1412 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  45  1413 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  45  1414 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  45  1415 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  45  1416 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  45  1417 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  45  1418 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  45  1419 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  45  1420 image    1670  1173  icc     3   8  jpeg   no      2187  0   150   150 22.7K 0.4%
  45  1421 smask    1670  1173  gray    1   8  jpeg   no      2187  0   150   150 22.0K 1.1%
  45  1422 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1423 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1424 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1425 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1426 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1427 image    1316   615  icc     3   8  jpeg   no      2190  0   120   120 59.7K 2.5%
  45  1428 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1429 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  45  1430 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1431 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  45  1432 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1433 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  45  1434 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1435 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  45  1436 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1437 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  45  1438 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  45  1439 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1440 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  46  1441 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  46  1442 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  46  1443 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  46  1444 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  46  1445 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  46  1446 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  46  1447 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  46  1448 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  46  1449 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  46  1450 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  46  1451 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  46  1452 image    1670  1173  icc     3   8  jpeg   no      2231  0   150   150 22.7K 0.4%
  46  1453 smask    1670  1173  gray    1   8  jpeg   no      2231  0   150   150 21.7K 1.1%
  46  1454 image     877   108  icc     3   8  jpeg   no      2238  0   120   121 12.5K 4.5%
  46  1455 mask      877   108  -       1   1  image  no      2238  0   120   121   88B 0.7%
  46  1456 image    1307   668  icc     3   8  jpeg   no      2242  0   120   120 64.1K 2.5%
  46  1457 image    1307   668  icc     3   8  jpeg   no      2242  0   117   117 64.1K 2.5%
  46  1458 image    1307   668  icc     3   8  jpeg   no      2242  0   120   120 64.1K 2.5%
  46  1459 image    1307   668  icc     3   8  jpeg   no      2242  0   120   120 64.1K 2.5%
  46  1460 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1461 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1462 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1463 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1464 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1465 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1466 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1467 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1468 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1469 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1470 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  46  1471 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  46  1472 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  46  1473 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  46  1474 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  46  1475 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  46  1476 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  46  1477 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  46  1478 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  46  1479 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  47  1480 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  47  1481 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  47  1482 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  47  1483 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  47  1484 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  47  1485 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  47  1486 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  47  1487 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  47  1488 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  47  1489 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  47  1490 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  47  1491 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  47  1492 image    1670  1173  icc     3   8  jpeg   no      2231  0   150   150 22.7K 0.4%
  47  1493 smask    1670  1173  gray    1   8  jpeg   no      2231  0   150   150 21.7K 1.1%
  47  1494 image    1518   793  icc     3   8  jpeg   no      2275  0   150   150 81.1K 2.3%
  47  1495 image    1518   793  icc     3   8  jpeg   no      2275  0   101   101 81.1K 2.3%
  47  1496 image    1518   793  icc     3   8  jpeg   no      2275  0   144   144 81.1K 2.3%
  47  1497 image    1518   793  icc     3   8  jpeg   no      2275  0   150   150 81.1K 2.3%
  47  1498 image    1518   793  icc     3   8  jpeg   no      2275  0   150   150 81.1K 2.3%
  47  1499 image     394    86  icc     3   8  jpeg   no      2277  0   115   115 5626B 5.5%
  47  1500 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1501 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1502 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1503 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1504 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1505 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1506 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1507 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1508 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1509 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1510 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  47  1511 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  47  1512 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  47  1513 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  47  1514 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  47  1515 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  48  1516 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  48  1517 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  48  1518 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  48  1519 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  48  1520 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  48  1521 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  48  1522 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  48  1523 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  48  1524 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  48  1525 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  48  1526 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  48  1527 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  48  1528 image    1670  1173  icc     3   8  jpeg   no      2307  0   150   150 21.4K 0.4%
  48  1529 smask    1670  1173  gray    1   8  jpeg   no      2307  0   150   150 20.8K 1.1%
  48  1530 image     358    72  icc     3   8  jpeg   no      2310  0   111   111 3928B 5.1%
  48  1531 image     395    55  icc     3   8  jpeg   no      2312  0   118   118 3843B 5.9%
  48  1532 image     358   146  icc     3   8  jpeg   no      2314  0   110   110 4917B 3.1%
  48  1533 image     398    67  icc     3   8  jpeg   no      2316  0   119   119 4902B 6.1%
  48  1534 image    1518   793  icc     3   8  jpeg   no      2275  0   118   118 81.1K 2.3%
  48  1535 image     393   189  icc     3   8  jpeg   no      2318  0   122   122 5648B 2.5%
  48  1536 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  48  1537 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  48  1538 image      64    64  icc     3   8  jpeg   no      2323  0   150   150 1064B 8.7%
  48  1539 smask      64    64  gray    1   8  image  no      2323  0   150   150  435B  11%
  48  1540 image      64    64  icc     3   8  jpeg   no      2323  0   150   150 1064B 8.7%
  48  1541 smask      64    64  gray    1   8  image  no      2323  0   150   150  435B  11%
  48  1542 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1543 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1544 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1545 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1546 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1547 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1548 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1549 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1550 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1551 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1552 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  48  1553 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  48  1554 image     220   147  icc     3   8  jpeg   no      2271  0   134   134 5816B 6.0%
  48  1555 smask     220   147  gray    1   8  jpeg   no      2271  0   134   134 4812B  15%
  49  1556 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  49  1557 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  49  1558 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  49  1559 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  49  1560 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  49  1561 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  49  1562 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  49  1563 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  49  1564 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  49  1565 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  49  1566 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  49  1567 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  49  1568 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  49  1569 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  49  1570 image    1670  1173  icc     3   8  jpeg   no      2352  0   150   150 20.7K 0.4%
  49  1571 smask    1670  1173  gray    1   8  jpeg   no      2352  0   150   150 19.8K 1.0%
  49  1572 image    1485   644  icc     3   8  jpeg   no      2355  0   138   138 73.5K 2.6%
  49  1573 image    1485   644  icc     3   8  jpeg   no      2355  0   138   138 73.5K 2.6%
  49  1574 image    1485   644  icc     3   8  jpeg   no      2355  0   138   138 73.5K 2.6%
  49  1575 image    1485   644  icc     3   8  jpeg   no      2355  0   118   118 73.5K 2.6%
  49  1576 image     666   216  icc     3   8  jpeg   no      2357  0   108   108 13.5K 3.2%
  49  1577 image     666   216  icc     3   8  jpeg   no      2357  0   108   108 13.5K 3.2%
  49  1578 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  49  1579 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  49  1580 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  49  1581 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  49  1582 image      74    74  icc     3   8  jpeg   no      2195  0   120   120 1245B 7.6%
  49  1583 smask      74    74  gray    1   8  jpeg   no      2195  0   120   120 1045B  19%
  50  1584 image    1321  1020  icc     3   8  jpeg   no      2392  0   120   120 87.6K 2.2%
  50  1585 image    1650  1248  icc     3   8  jpeg   no       399  0   150   150  723B 0.0%
  50  1586 smask    1650  1248  gray    1   8  jpeg   no       399  0   150   150  810B 0.0%
  50  1587 image    1456    94  icc     3   8  jpeg   no       404  0   132   132 7291B 1.8%
  50  1588 image     411   411  icc     3   8  jpeg   no       379  0   186   186 4273B 0.8%
  50  1589 smask     411   411  gray    1   8  image  no       379  0   186   186 3748B 2.2%
  50  1590 image     544   216  icc     3   8  jpeg   no      2398  0   150   150 7876B 2.2%
  50  1591 smask     544   216  gray    1   8  jpeg   no      2398  0   150   150 7685B 6.5%
  51  1592 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  51  1593 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  51  1594 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  51  1595 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  51  1596 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  51  1597 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  51  1598 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  51  1599 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  51  1600 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  51  1601 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  51  1602 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  51  1603 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  51  1604 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  51  1605 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  51  1606 image    1670  1173  icc     3   8  jpeg   no      2411  0   150   150 22.5K 0.4%
  51  1607 smask    1670  1173  gray    1   8  jpeg   no      2411  0   150   150 21.3K 1.1%
  51  1608 image     361   212  icc     3   8  jpeg   no      2417  0   119   119 13.0K 5.8%
  51  1609 smask     361   212  gray    1   8  jpeg   no      2417  0   119   119 3723B 4.9%
  51  1610 image    1155   893  icc     3   8  jpeg   no      2423  0   119   119 44.2K 1.5%
  51  1611 smask    1155   893  gray    1   8  jpeg   no      2423  0   119   119 11.0K 1.1%
  51  1612 image    1129   709  icc     3   8  jpeg   no      2426  0   120   120 76.9K 3.3%
  51  1613 image    1129   709  icc     3   8  jpeg   no      2426  0   120   120 76.9K 3.3%
  51  1614 image    1129   709  icc     3   8  jpeg   no      2426  0   116   115 76.9K 3.3%
  51  1615 image     254   273  icc     3   8  jpeg   no      2428  0   148   148 9518B 4.6%
  52  1616 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  52  1617 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  52  1618 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  52  1619 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  52  1620 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  52  1621 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  52  1622 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  52  1623 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  52  1624 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  52  1625 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  52  1626 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  52  1627 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
  52  1628 image      53    53  icc     3   8  jpeg   no       440  0   150   150  965B  11%
  52  1629 smask      72    72  gray    1   8  image  no       440  0   203   203  602B  12%
  52  1630 image    1670  1173  icc     3   8  jpeg   no      2465  0   150   150 22.4K 0.4%
  52  1631 smask    1670  1173  gray    1   8  jpeg   no      2465  0   150   150 21.6K 1.1%
  52  1632 image     649   230  icc     3   8  jpeg   no      2468  0   108   108 12.8K 2.9%
  52  1633 image    1188   918  icc     3   8  jpeg   no      2473  0   108   108 39.6K 1.2%
  52  1634 smask    1188   918  gray    1   8  jpeg   no      2473  0   108   108 10.5K 1.0%
  52  1635 image    1188   918  icc     3   8  jpeg   no      2473  0   108   108 39.6K 1.2%
  52  1636 smask    1188   918  gray    1   8  jpeg   no      2473  0   108   108 10.5K 1.0%
  52  1637 image    1155   893  icc     3   8  jpeg   no      2479  0   114   114 37.8K 1.3%
  52  1638 smask    1155   893  gray    1   8  jpeg   no      2479  0   114   114 10.2K 1.0%
  52  1639 image    1155   893  icc     3   8  jpeg   no      2479  0   114   114 37.8K 1.3%
  52  1640 smask    1155   893  gray    1   8  jpeg   no      2479  0   114   114 10.2K 1.0%
  52  1641 image     673   245  icc     3   8  jpeg   no      2482  0   108   108 16.7K 3.4%
  52  1642 image     302   228  icc     3   8  jpeg   no      2484  0   108   108 10.0K 5.0%
  52  1643 image     649   230  icc     3   8  jpeg   no      2468  0   108   108 12.8K 2.9%
  53  1644 image    1167   306  icc     3   8  jpeg   no      1559  0   150   150 2401B 0.2%
  53  1645 smask    1167   306  gray    1   8  image  no      1559  0   150   150 1629B 0.5%
  53  1646 image      53    53  icc     3   8  jpeg   no       443  0   150   150 1028B  12%
  53  1647 smask      72    72  gray    1   8  image  no       443  0   203   203  602B  12%
  53  1648 image      53    53  icc     3   8  jpeg   no      2181  0   150   150 1016B  12%
  53  1649 smask      72    72  gray    1   8  image  no      2181  0   203   203  602B  12%
  53  1650 image      53    53  icc     3   8  jpeg   no       449  0   150   150 1007B  12%
  53  1651 smask      72    72  gray    1   8  image  no       449  0   203   203  602B  12%
  53  1652 image      72    72  icc     3   8  jpeg   no       452  0   203   203 1362B 8.8%
  53  1653 smask      72    72  gray    1   8  image  no       452  0   203   203  602B  12%
  53  1654 image      53    53  icc     3   8  jpeg   no      1348  0   150   150  976B  12%
  53  1655 smask      72    72  gray    1   8  image  no      1348  0   203   203  602B  12%
